anime_id,Name,Score,Genres,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped
28615,Sazae-san: Dawn to Ikka de Hawaii Ryokou,6.51,"Slice of Life, Comedy",Special,1,1998,Unknown,Fuji TV,Unknown,Eiken,Unknown,47 min.,G - All Ages,11835,13024,350,1,11,123,5,69
28617,Punch Line,6.99,"Comedy, Ecchi, Sci-Fi, Super Power, Supernatural",TV,12,"Apr 10, 2015 to Jun 26, 2015",Spring 2015,"Aniplex, Dentsu, Fuji TV, MAGES., Kyoraku Industrial Holdings, Kansai Telecasting",Sentai Filmworks,MAPPA,Original,23 min. per ep.,PG-13 - Teens 13 or older,3643,797,187203,574,11934,95269,7578,16490
28619,Ranpo Kitan: Game of Laplace,6.61,Mystery,TV,11,"Jul 3, 2015 to Sep 18, 2015",Summer 2015,"Aniplex, Dentsu, Fuji TV, Fujipacific Music, Houbunsha",Funimation,Lerche,Original,23 min. per ep.,R - 17+ (violence & profanity),5331,1381,101423,306,7409,51437,4466,11981
28621,Subete ga F ni Naru,7.27,"Sci-Fi, Mystery, Psychological",TV,11,"Oct 9, 2015 to Dec 18, 2015",Fall 2015,"Aniplex, Dentsu, Fuji TV, Kyoraku Industrial Holdings, Kansai Telecasting",Sentai Filmworks,A-1 Pictures,Novel,23 min. per ep.,R - 17+ (violence & profanity),2463,1070,138962,637,7929,69992,5578,8366
28623,Koutetsujou no Kabaneri,7.26,"Action, Horror, Supernatural, Drama, Fantasy",TV,12,"Apr 8, 2016 to Jul 1, 2016",Spring 2016,"Aniplex, Dentsu, Fuji TV, Kyoraku Industrial Holdings, Kansai Telecasting","Funimation, Crunchyroll",Wit Studio,Original,22 min. per ep.,R - 17+ (violence & profanity),2532,181,592987,2768,43587,395731,13782,24728
28625,Shisha no Teikoku,6.91,"Sci-Fi, Historical, Psychological",Movie,1,2-Oct-15,Unknown,Unknown,Funimation,Wit Studio,Novel,2 hr.,R - 17+ (violence & profanity),3972,1901,64965,208,2191,29639,873,667
28631,Studio Khara vs. CyberConnect2 Gachinko! Animation Taiketsu!,5.75,Action,ONA,2,14-Nov-14,Unknown,Unknown,Unknown,"Khara, CyberConnect2",Unknown,1 min. per ep.,G - All Ages,8990,12448,441,0,19,296,2,30
28637,Dreams,4.29,Dementia,Movie,1,2011,Unknown,Unknown,Unknown,Unknown,Original,5 min.,R+ - Mild Nudity,10981,10717,899,1,11,659,14,35
28639,Futon,5.17,"Music, Dementia",Movie,1,2012,Unknown,Unknown,Unknown,Unknown,Original,6 min.,G - All Ages,10359,11330,691,2,8,538,7,23
28641,Great Rabbit,4.46,Psychological,Movie,1,2012,Unknown,Unknown,Unknown,Unknown,Original,7 min.,G - All Ages,10914,10967,797,1,9,585,4,27
28645,Haru no Shikumi,4.53,Dementia,Movie,1,2010,Unknown,Unknown,Unknown,Unknown,Original,4 min.,G - All Ages,10920,10838,848,0,4,709,7,25
28647,Kappo,4.37,"Music, Dementia",Movie,1,2006,Unknown,Unknown,Unknown,Unknown,Original,4 min.,G - All Ages,10937,11557,629,2,9,522,5,20
28653,Maze,6.51,Unknown,Movie,1,2012,Unknown,Unknown,Unknown,Unknown,Unknown,2 min.,G - All Ages,15483,13881,268,1,9,167,4,22
28655,PiKA PiKA,5.12,Unknown,Movie,1,2006,Unknown,Unknown,Unknown,Unknown,Original,3 min.,G - All Ages,10476,12206,486,2,12,377,1,25
28657,Red Colored Bridge,3.72,"Dementia, Psychological",Movie,1,2012,Unknown,Unknown,Unknown,Unknown,Original,5 min.,R+ - Mild Nudity,11024,10718,891,2,9,717,5,31
28665,Nenga no Kizuna,5.79,Slice of Life,ONA,1,24-Nov-14,Unknown,Unknown,Unknown,Unknown,Unknown,4 min.,G - All Ages,8883,12979,356,0,9,225,6,30
28669,Go! Princess Precure,7.7,"Action, Slice of Life, Comedy, Magic, Fantasy, School, Shoujo",TV,50,"Feb 1, 2015 to Jan 31, 2016",Winter 2015,Unknown,Unknown,Toei Animation,Original,24 min. per ep.,G - All Ages,1032,4479,12545,264,1391,5249,838,861
28673,Duan Nao,6.52,"Thriller, Mystery, Sci-Fi",ONA,16,"Nov 28, 2014 to Jul 31, 2015",Unknown,Yaoqi,Unknown,Haoliners Animation League,Web manga,14 min. per ep.,R - 17+ (violence & profanity),5775,6350,5288,7,395,1034,193,288
28675,Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,8.2,"Fantasy, Slice of Life, Supernatural",Movie,1,25-Apr-15,Unknown,Shochiku,Sentai Filmworks,Kyoto Animation,Light novel,1 hr. 30 min.,PG-13 - Teens 13 or older,313,795,189288,946,4518,133388,1623,706
28677,Yamada-kun to 7-nin no Majo (TV),7.65,"Harem, Mystery, Comedy, Supernatural, Romance, School, Shounen",TV,12,"Apr 12, 2015 to Jun 28, 2015",Spring 2015,"Dentsu, Frontier Works, Kodansha, Rakuonsha, Ultra Super Pictures, Memory-Tech, Daiichikosho, Lawson HMV Entertainment, Amuse, Animatic, A-Sketch","Funimation, Crunchyroll",LIDENFILMS,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1164,199,564446,3535,24708,418171,12313,13263
28683,One Piece: Episode of Alabasta - Prologue,7.23,"Action, Adventure, Fantasy, Shounen",OVA,1,3-Mar-07,Unknown,Unknown,Unknown,Toei Animation,Manga,15 min.,PG-13 - Teens 13 or older,2626,4763,10843,6,229,8048,147,169
28685,Tough Guy!,5.55,"Action, Comedy",Movie,1,3-Jun-05,Unknown,Unknown,Unknown,Unknown,Original,6 min.,G - All Ages,9553,13379,312,0,18,152,2,28
28687,Poker,5.19,Music,Music,1,2014,Unknown,Mirai Film,Unknown,Unknown,Unknown,3 min.,G - All Ages,10348,11375,679,1,11,572,4,24
28691,Kemurigusa Monogatari,5.08,Comedy,Movie,1,1926,Unknown,Unknown,Unknown,Unknown,Original,3 min.,G - All Ages,10521,11225,728,0,9,600,4,38
28695,Nonsense Monogatari Dai Ippen: Sarugashima,5.35,Adventure,Movie,1,10-Feb-31,Unknown,The National Film Center Japan,Unknown,Unknown,Original,27 min.,G - All Ages,10030,11253,711,0,34,438,7,54
28701,Fate/stay night: Unlimited Blade Works 2nd Season,8.33,"Action, Fantasy, Magic, Supernatural",TV,13,"Apr 5, 2015 to Jun 28, 2015",Spring 2015,"Aniplex, Notes",Aniplex of America,ufotable,Visual novel,23 min. per ep.,R - 17+ (violence & profanity),201,175,605173,7133,17042,506098,5149,3505
28713,Isuca: Gokuraku,6.3,"Comedy, Ecchi, Romance, Seinen, Supernatural",OVA,1,26-Aug-15,Unknown,"DAX Production, MAGES.",Unknown,Arms,Manga,25 min.,R+ - Mild Nudity,6894,3778,18529,10,449,12657,178,165
28715,Rusty Nail,6.17,"Action, Music, Sci-Fi",Music,1,1999,Unknown,Warner Music Japan,Unknown,Unknown,Music,5 min.,PG-13 - Teens 13 or older,7469,10329,1064,6,18,869,3,18
28717,Luigi's Toy Adventure,5.42,Adventure,ONA,1,2-Dec-14,Unknown,Bandai,Unknown,Unknown,Game,1 min.,G - All Ages,9898,10029,1218,2,17,949,8,36
28723,Aikatsu!: Dai Starmiya Ichigo Matsuri Zenyasai!!,6.59,"Music, School, Shoujo",Special,1,24-Nov-14,Unknown,TV Tokyo,Unknown,Sunrise,Unknown,47 min.,PG - Children,5411,9625,1468,1,59,642,26,101
28725,Kokoro ga Sakebitagatterunda.,7.96,"Drama, Romance, School",Movie,1,19-Sep-15,Unknown,"Aniplex, Dentsu, Fuji TV, Lawson HMV Entertainment, Shogakukan",Aniplex of America,A-1 Pictures,Original,1 hr. 59 min.,PG-13 - Teens 13 or older,584,621,234870,1702,6942,141350,2126,781
28733,Ginga Tetsudou 999 (ONA),6.08,"Sci-Fi, Adventure, Space, Drama",ONA,6,"Sep, 2002 to Jul, 2004",Unknown,Unknown,Unknown,Toei Animation,Unknown,15 min. per ep.,G - All Ages,7898,10820,854,2,34,283,32,42
28735,Shouwa Genroku Rakugo Shinjuu,8.6,"Drama, Historical, Josei",TV,13,"Jan 9, 2016 to Apr 2, 2016",Winter 2016,"Starchild Records, Mainichi Broadcasting System, Kodansha, DAX Production",Unknown,Studio Deen,Manga,26 min. per ep.,PG-13 - Teens 13 or older,68,653,223244,4906,16591,84037,10218,6878
28749,Heijoukyou: Yasukerashi Miyako,6.51,Historical,Movie,1,2-Apr-13,Unknown,Yamato Works,Unknown,Unknown,Unknown,14 min.,Unknown,14314,14188,246,0,18,42,10,37
28755,Boruto: Naruto the Movie,7.5,"Action, Comedy, Martial Arts, Shounen, Super Power",Movie,1,7-Aug-15,Unknown,"Toho, Shueisha",VIZ Media,Studio Pierrot,Manga,1 hr. 35 min.,PG-13 - Teens 13 or older,1573,433,320603,1029,5595,285754,999,1215
28761,0:08,4.91,Dementia,Movie,1,8-Jun-14,Unknown,Geidai Animation,Unknown,Unknown,Original,5 min.,G - All Ages,10662,5632,7134,16,51,6328,29,78
28765,The Baby Birds of Norman McLaren,5.21,Music,Movie,1,2014,Unknown,Mirai Film,Unknown,Unknown,Unknown,3 min.,G - All Ages,10327,12345,461,0,9,368,5,27
28771,Yu☆Gi☆Oh! The Dark Side of Dimensions,7.45,"Game, Adventure, Shounen",Movie,1,23-Apr-16,Unknown,"TV Tokyo, Nihon Ad Systems, Shueisha, Konami Digital Entertainment",Manga Entertainment,Gallop,Manga,2 hr. 10 min.,PG - Children,1733,2206,52280,218,797,40600,284,242
28775,White Fantasy,5.68,"Fantasy, Sports",Special,1,5-Dec-14,Unknown,Unknown,Unknown,Unknown,Unknown,2 min.,G - All Ages,9225,10179,1130,1,24,806,8,35
28779,Futa-bu!!,7.2,"Hentai, School, Yuri",OVA,2,"Feb 20, 2015 to May 1, 2015",Unknown,White Bear,Unknown,Studio 9 MAiami,Manga,20 min. per ep.,Rx - Hentai,,4179,14831,154,750,11300,359,386
28789,3-gatsu no Lion meets Bump of Chicken,7.05,"Music, Drama, Seinen",Music,1,8-Dec-14,Unknown,Unknown,Unknown,Unknown,Manga,5 min.,G - All Ages,3443,4663,11422,19,164,8869,112,134
28791,Gunslinger Stratos The Animation,6.09,"Action, Sci-Fi",TV,12,"Apr 4, 2015 to Jun 20, 2015",Spring 2015,"Aniplex, Square Enix, Nitroplus, ASCII Media Works, Tokyo MX, BS11",Aniplex of America,A-1 Pictures,Game,23 min. per ep.,PG-13 - Teens 13 or older,7871,1885,65623,43,4698,34571,3036,10195
28805,Bakemono no Ko,8.33,"Adventure, Supernatural",Movie,1,11-Jul-15,Unknown,"Dentsu, Yomiuri Telecasting, Kadokawa Shoten, Toho, Nippon Television Network, Arquebuse",Funimation,Studio Chizu,Original,1 hr. 59 min.,PG-13 - Teens 13 or older,202,455,306149,2683,6487,212699,1872,676
28809,Macross Fufonfia Specials,5.8,"Comedy, Parody",Special,3,25-Dec-13,Unknown,Unknown,Unknown,Unknown,Unknown,3 min. per ep.,G - All Ages,8859,10914,822,0,38,240,31,53
28811,Last Exile: Doyou no Asa,5.75,"Comedy, Parody, Sci-Fi",Special,3,"Dec 17, 2011 to Jan 14, 2012",Unknown,I was a Ballerina,Unknown,Unknown,Unknown,30 sec. per ep.,G - All Ages,9015,10031,1212,1,53,398,30,60
28813,Bamboo Blade: Fanfu-Fufe-Fo,5.62,"Comedy, Parody",Special,2,"Apr 23, 2008 to Jun 25, 2008",Unknown,Unknown,Unknown,AIC ASTA,Unknown,3 min. per ep.,G - All Ages,9349,10299,1067,1,28,407,43,64
28815,Bamboo Blade: CM Fanfu-Fufe-Fo,5.76,"Comedy, Parody, Sci-Fi",Special,24,"Jan, 2008 to Apr, 2008",Unknown,Unknown,Unknown,Unknown,Unknown,30 sec. per ep.,G - All Ages,8977,10554,960,0,33,402,35,56
28817,Mikagura Gakuen Kumikyoku (TV),6.71,"Action, Comedy, School, Shoujo Ai",TV,12,"Apr 7, 2015 to Jun 23, 2015",Spring 2015,"Media Factory, Movic, AT-X, Showgate",Funimation,Doga Kobo,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,4863,1712,77237,173,5155,39429,3370,5849
28819,Okusama ga Seitokaichou!,6.66,"Comedy, Ecchi, Romance, School, Shounen",TV,12,"Jul 2, 2015 to Sep 17, 2015",Summer 2015,"DAX Production, Dream Creation, Studio CHANT",Media Blasters,Seven,Manga,8 min. per ep.,R+ - Mild Nudity,5087,676,216982,344,10758,151533,3671,7870
28825,Himouto! Umaru-chan,7.17,"Comedy, School, Seinen, Slice of Life",TV,12,"Jul 9, 2015 to Sep 24, 2015",Summer 2015,"AT-X, TOHO animation, Good Smile Company, Shueisha, BS11, Jinnan Studio, RAY",Sentai Filmworks,Doga Kobo,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2912,241,494283,4047,27712,337956,14390,25819
28827,Doubutsu Tonarigumi,5.4,"Kids, Comedy, Historical",Movie,1,1941,Unknown,Unknown,Unknown,Unknown,Original,10 min.,G - All Ages,9933,13562,294,0,6,183,7,39
28829,Cinterrier-jou no Hanamuko,5.17,"Comedy, Fantasy, Kids",Movie,1,1954,Unknown,Unknown,Unknown,Unknown,Original,13 min.,G - All Ages,10355,13617,288,1,5,178,4,44
28831,Anomalies,4.58,Psychological,Special,1,2013,Unknown,Unknown,Unknown,Unknown,Original,3 min.,G - All Ages,10890,11436,667,1,13,418,3,37
28833,Chain Chronicle: Haecceitas no Hikari,6.66,"Action, Adventure, Fantasy, Magic",TV,12,"Jan 8, 2017 to Mar 26, 2017",Winter 2017,"Bandai Visual, Sotsu, Sega, flying DOG, Slow Curve, Showgate, Sound Team Don Juan, Hakuhodo DY Music & Pictures, Sammy, Pazzy Entertainment, Akatsuki",Funimation,"Telecom Animation Film, Graphinica",Game,24 min. per ep.,PG-13 - Teens 13 or older,5090,1506,91597,159,9112,38963,3635,6912
28835,Tesagure! Bukatsumono Spin-off Purupurun Sharumu to Asobou,6.95,"Parody, School, Slice of Life",TV,12,"Apr 5, 2015 to Jun 28, 2015",Spring 2015,"Bouncy, Just Production, JP Room",Unknown,Yaoyorozu,Original,23 min. per ep.,PG-13 - Teens 13 or older,3797,7414,3537,14,216,1478,121,296
28841,"Wake Up, Girls! Seishun no Kage",7.15,"Drama, Music",Movie,1,25-Sep-15,Unknown,"TV Tokyo, Tatsunoko Production, AT-X, Toho, Ultra Super Pictures, DIVE II Entertainment, Good Smile Company, Avex Pictures, Lawson HMV Entertainment, Hiroshi Planning",Unknown,"Ordet, Millepensee",Original,54 min.,PG-13 - Teens 13 or older,2972,5346,8023,8,221,3911,121,89
28843,Watashi no Kao,4.13,"Dementia, Horror",Movie,1,2005,Unknown,Unknown,Unknown,Unknown,Original,3 min.,PG-13 - Teens 13 or older,11004,9430,1599,5,22,1241,8,36
28851,Koe no Katachi,9,"Drama, School, Shounen",Movie,1,17-Sep-16,Unknown,"Shochiku, Pony Canyon, Kodansha, ABC Animation, Quaras","Eleven Arts, NYAV Post",Kyoto Animation,Manga,2 hr. 10 min.,PG-13 - Teens 13 or older,11,28,1387607,62452,30379,1151644,4306,1949
28853,Pokemon: Pikachu to Pokemon Ongakutai,6.2,"Adventure, Kids, Fantasy",Movie,1,18-Jul-15,Unknown,Unknown,The Pokemon Company International,OLM,Game,15 min.,PG - Children,7347,7058,4049,0,80,2618,73,98
28859,Shabura Rental: Ecchi na Oneesan to no Eroero Rental Obenkyou The Animation,6.83,Hentai,OVA,1,27-Feb-15,Unknown,Pink Pineapple,Unknown,Office Takeout,Visual novel,27 min.,Rx - Hentai,,6384,5185,35,486,2786,263,200
28861,Takamiya Nasuno Desu!: Teekyuu Spin-off,6.44,"Slice of Life, Comedy, Shounen",TV,12,"Apr 7, 2015 to Jun 23, 2015",Spring 2015,"DAX Production, Earth Star Entertainment",Unknown,Millepensee,Manga,2 min. per ep.,PG-13 - Teens 13 or older,6252,4506,12381,8,499,8523,288,564
28869,Kaitou Joker 2nd Season,7.22,"Adventure, Comedy, Mystery, Shounen",TV,13,"Apr 6, 2015 to Jun 29, 2015",Spring 2015,Asatsu DK,Unknown,Shin-Ei Animation,Manga,24 min. per ep.,PG - Children,2682,6499,4970,20,247,3027,151,176
28881,New Initial D Movie: Legend 2 - Tousou,7.79,"Cars, Seinen, Sports",Movie,1,23-May-15,Unknown,"Shochiku, Kodansha, Ultra Super Pictures, Avex Pictures, Sammy",Sentai Filmworks,"SANZIGEN, LIDENFILMS",Manga,1 hr.,PG-13 - Teens 13 or older,832,3775,18576,31,354,12896,141,163
28883,Hidan no Aria AA,6.25,"Action, School, Shoujo Ai",TV,12,"Oct 6, 2015 to Dec 22, 2015",Fall 2015,"flying DOG, Fujishouji",Funimation,Doga Kobo,Manga,23 min. per ep.,PG-13 - Teens 13 or older,7108,1646,81092,79,4302,44535,2815,7265
28885,Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www (TV): Heroine Kentei,6.51,"Fantasy, Comedy",ONA,11,"Oct 8, 2014 to Dec 17, 2014",Unknown,Tokyo MX,Unknown,Unknown,Unknown,2 min. per ep.,PG - Children,15135,14235,240,0,18,71,6,42
28891,Haikyuu!! Second Season,8.73,"Comedy, Sports, Drama, School, Shounen",TV,25,"Oct 4, 2015 to Mar 27, 2016",Fall 2015,"TOHO animation, Shueisha",Sentai Filmworks,Production I.G,Manga,24 min. per ep.,PG-13 - Teens 13 or older,38,94,874150,13879,45223,736157,11154,4991
28897,Ganso Banana no Tamashii,5.06,"Music, Kids",Music,1,1-Aug-90,Unknown,NHK,Unknown,Unknown,Original,2 min.,G - All Ages,10549,13761,278,1,7,203,4,26
28907,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",7.74,"Action, Adventure, Fantasy, Military",TV,12,"Jul 4, 2015 to Sep 19, 2015",Summer 2015,"Genco, Magic Capsule, Warner Bros. Japan, KlockWorx, Showgate, Bandai Namco Games",Sentai Filmworks,A-1 Pictures,Light novel,23 min. per ep.,R - 17+ (violence & profanity),933,177,601037,5306,27933,441412,11391,17137
28911,Hidamari Sketch Recap,6.33,"Slice of Life, Comedy, School",Special,1,4-Jun-08,Unknown,"Aniplex, Lantis",Unknown,Shaft,4-koma manga,43 min.,PG-13 - Teens 13 or older,6733,10109,1157,0,32,508,27,69
28913,Hidamari Sketch x 365 Recap,6.18,"Slice of Life, Comedy, School",Special,1,23-Dec-09,Unknown,"Aniplex, Lantis",Unknown,Shaft,4-koma manga,50 min.,PG-13 - Teens 13 or older,7457,10419,1023,0,31,453,28,62
28915,Hidamari Sketch x ☆☆☆ Recap,6.32,"Slice of Life, Comedy, School",Special,1,26-Sep-12,Unknown,Aniplex,Unknown,Shaft,4-koma manga,1 hr. 7 min.,PG-13 - Teens 13 or older,6769,10405,1025,0,38,425,27,65
28921,Disney Tsum Tsum,6.03,Kids,TV,36,"Mar 22, 2015 to 2017",Unknown,Unknown,Unknown,Polygon Pictures,Game,2 min. per ep.,PG - Children,8096,10891,831,1,131,143,84,156
28925,Youkai Watch: Best 10,5.89,"Kids, Comedy, Supernatural",Special,1,19-Dec-14,Unknown,Unknown,Unknown,OLM,Unknown,12 min.,G - All Ages,8568,11932,544,0,18,215,14,62
28927,Owari no Seraph: Nagoya Kessen-hen,7.64,"Action, Military, Supernatural, Drama, Vampire, Shounen",TV,12,"Oct 10, 2015 to Dec 26, 2015",Fall 2015,"NBCUniversal Entertainment Japan, Shueisha",Funimation,Wit Studio,Manga,23 min. per ep.,R - 17+ (violence & profanity),1180,218,537525,2596,19278,438214,7800,7153
28929,Vampire Holmes,3.38,"Mystery, Comedy, Supernatural",TV,12,"Apr 4, 2015 to Jun 20, 2015",Spring 2015,CUCURI,Unknown,Studio! Cucuri,Game,3 min. per ep.,PG-13 - Teens 13 or older,11016,3993,16417,37,822,6410,522,3844
28951,Beluga,4.83,"Dementia, Horror",Movie,1,2011,Unknown,Unknown,Unknown,Unknown,Unknown,5 min.,R - 17+ (violence & profanity),10739,10699,901,2,9,638,8,28
28953,Sougiya to Inu,5.03,"Dementia, Horror",Movie,1,2010,Unknown,Unknown,Unknown,Unknown,Unknown,4 min.,G - All Ages,10586,11501,649,0,17,420,6,29
28955,Columbos,4.96,"Police, Drama, Mystery",Movie,1,2012,Unknown,Unknown,Unknown,Unknown,Unknown,9 min.,G - All Ages,10615,13284,321,0,4,230,5,28
28957,Mushishi Zoku Shou: Suzu no Shizuku,8.63,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",Movie,1,16-May-15,Unknown,"Aniplex, Kodansha, Delfi Sound",Unknown,Artland,Manga,47 min.,PG-13 - Teens 13 or older,61,1448,96435,201,2617,50964,1041,577
28959,Kizuna (Special),5.73,"Slice of Life, Romance, Drama",Special,1,2012,Unknown,Unknown,Unknown,Unknown,Unknown,1 min.,G - All Ages,9069,11202,732,2,10,582,4,21
28961,Idol☆Sister,7.06,"Harem, Hentai, Music",OVA,1,26-Dec-14,Unknown,Union Cho,Unknown,Unknown,Manga,27 min.,Rx - Hentai,,4414,13033,100,706,9021,358,309
28963,Nekota no Koto ga Kininatte Shikatanai.,6.16,"School, Shoujo",Special,1,22-Mar-15,Unknown,Unknown,Unknown,Unknown,Manga,1 min.,G - All Ages,7530,10229,1106,2,44,458,16,35
28977,Gintama°,9.1,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",TV,51,"Apr 8, 2015 to Mar 30, 2016",Spring 2015,"TV Tokyo, Aniplex, Dentsu","Funimation, Crunchyroll",Bandai Namco Pictures,Manga,24 min. per ep.,PG-13 - Teens 13 or older,5,329,404121,11868,48011,167130,16612,11472
28979,To LOVE-Ru Darkness 2nd,7.51,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",TV,12,"Jul 7, 2015 to Oct 29, 2015",Summer 2015,"TBS, Magic Capsule, Warner Bros. Japan, NBCUniversal Entertainment Japan, Shueisha",Sentai Filmworks,Xebec,Manga,23 min. per ep.,R+ - Mild Nudity,1546,770,193047,898,8495,139229,3784,3364
28981,Ame-iro Cocoa,4.72,"Comedy, Slice of Life",TV,12,"Apr 5, 2015 to Jun 21, 2015",Spring 2015,DAX Production,Funimation,EMT Squared,Digital manga,2 min. per ep.,PG-13 - Teens 13 or older,10803,3390,23230,8,907,13038,551,2330
28983,Bouken-tachi Gamba to Nanbiki no Nakama,6.51,"Adventure, Kids",Movie,1,4-Mar-84,Unknown,Unknown,Unknown,Tokyo Movie Shinsha,Novel,1 hr. 35 min.,G - All Ages,13489,13519,296,0,9,100,4,52
28987,Kamakura,5.53,"Music, Dementia",Movie,1,2013,Unknown,Unknown,Unknown,Unknown,Original,5 min.,G - All Ages,9607,13204,328,0,12,219,5,20
28989,Maku,6.51,"Music, Dementia",Movie,1,25-Aug-14,Unknown,Unknown,Unknown,Unknown,Original,5 min.,G - All Ages,15391,13455,305,0,16,161,5,28
28991,Ninja & Soldier,5.9,Psychological,Movie,1,2012,Unknown,Unknown,Unknown,Unknown,Unknown,10 min.,G - All Ages,8514,12928,363,0,15,227,3,26
28993,Hand Soap,5.13,"Dementia, Psychological",Movie,1,2008,Unknown,Unknown,Unknown,Unknown,Original,15 min.,R+ - Mild Nudity,10439,11328,692,0,11,444,7,34
28999,Charlotte,7.77,"Drama, School, Super Power",TV,13,"Jul 5, 2015 to Sep 27, 2015",Summer 2015,"Aniplex, Mainichi Broadcasting System, Movic, Visual Art's, ASCII Media Works, Tokyo MX, BS11",Aniplex of America,P.A. Works,Original,24 min. per ep.,PG-13 - Teens 13 or older,877,64,1057447,17800,41882,811977,16828,22611
29003,Lena Lena,6.51,Slice of Life,TV,13,"Jul 4, 2009 to Sep, 2009",Summer 2009,Sony Music Entertainment,Unknown,Unknown,Picture book,5 min. per ep.,G - All Ages,15285,14889,201,0,14,44,4,43
29017,Wooser no Sono Higurashi: Mugen-hen,6.59,"Comedy, Fantasy, Slice of Life",TV,13,"Jul 3, 2015 to Sep 25, 2015",Summer 2015,Unknown,Unknown,SANZIGEN,Web manga,7 min. per ep.,G - All Ages,5426,6961,4173,5,216,2544,152,238
29027,Shinmai Maou no Testament: Toujou Basara no Hard Sweet na Nichijou,6.98,"Action, Demons, Ecchi, Fantasy, Harem, Romance",OVA,1,22-Jun-15,Unknown,Unknown,Funimation,Production IMS,Light novel,25 min.,R+ - Mild Nudity,3718,1511,91386,83,1917,74598,582,538
29035,Robot Girls Z Plus,6.27,"Comedy, Mecha, Parody",ONA,6,"May 20, 2015 to Oct 2, 2015",Unknown,"Nippon Columbia, LandQ studios",Unknown,Toei Animation,Original,8 min. per ep.,PG-13 - Teens 13 or older,7021,5991,6074,1,320,3434,167,216
29053,Orangutan,5.13,"Kids, Music",Music,1,7-Feb-80,Unknown,NHK,Unknown,Unknown,Original,2 min.,G - All Ages,10444,14557,221,0,4,147,1,29
29067,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,7.39,"Comedy, Romance, Seinen, Slice of Life",TV,13,"Apr 3, 2015 to Jun 26, 2015",Spring 2015,"DAX Production, Dream Creation",Unknown,Seven,4-koma manga,3 min. per ep.,PG-13 - Teens 13 or older,1923,939,157773,172,5020,129129,2155,1343
29073,Tottori U-turn,5.05,Sports,Special,1,11-Dec-14,Unknown,Unknown,Unknown,Unknown,Unknown,30 sec.,G - All Ages,10555,14060,256,0,12,150,3,38
29083,Lovely x Cation The Animation,7.2,Hentai,OVA,2,"Mar 27, 2015 to Jul 24, 2015",Unknown,"Pink Pineapple, T-Rex",Unknown,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,,5196,8629,42,888,4684,439,292
29085,Sei Yariman Sisters Pakopako Nikki The Animation,6.81,Hentai,OVA,1,27-Mar-15,Unknown,Pink Pineapple,Unknown,G-Lam,Visual novel,25 min.,Rx - Hentai,,5863,6431,25,648,3759,289,211
29087,Wangpai Yushi,6.66,"Comedy, Fantasy, School, Shounen, Supernatural",ONA,39,"Jun 27, 2014 to Jan 20, 2016",Unknown,"Tencent Animation & Comics, Studio LAN",Unknown,Haoliners Animation League,Manga,9 min. per ep.,PG-13 - Teens 13 or older,5112,7867,2954,11,468,402,248,262
29089,Yaoguai Mingdan,6.94,"Action, Comedy, Fantasy, Romance",ONA,18,"Dec 13, 2014 to Sep 11, 2015",Unknown,"Tencent Animation & Comics, iQIYI",bilibili,Haoliners Animation League,Web manga,13 min. per ep.,PG-13 - Teens 13 or older,3876,3551,21195,69,2249,4935,853,1031
